temp,light,sound,pressure,humidity
238,357,418,0,583
239,356,525,0,582
239,355,527,0,580
241,356,389,0,575
238,357,524,0,581
239,356,538,0,577
238,357,520,0,574
237,356,398,0,580
238,357,541,0,574
239,356,444,0,578
237,357,518,0,581
240,358,532,0,577
241,359,519,0,577
240,358,528,0,577
238,358,510,0,577
240,357,528,0,576
239,358,526,0,579
239,358,441,0,579
240,356,369,0,582
240,343,526,0,563
236,355,411,0,581
237,355,540,0,583
236,355,517,0,578
236,356,531,0,586
236,356,522,0,584
236,357,465,0,582
236,357,524,0,584
239,356,523,0,577
