hextimestamp,temp,light,sound,pressure,humidity
0x56acb7e1,29.69,89,353,100.12,539
0x56acb7e4,29.69,94,352,100.12,540
0x56acb7e7,29.69,94,351,100.12,537
0x56acb7eb,29.69,91,367,100.12,525
0x56acb7ee,29.69,95,337,100.11,537
0x56acb7f1,29.69,89,352,100.12,536
0x56acb7f7,29.69,86,335,100.12,538
0x56acb7fd,29.69,87,349,100.11,538
0x56acb801,29.75,95,333,100.12,536
0x56acb804,29.69,94,338,100.11,536
0x56acb807,29.69,93,380,100.11,541
0x56acb80b,29.75,95,347,100.11,542
0x56acb80e,29.75,87,334,100.11,540
0x56acb811,29.75,93,335,100.12,539
0x56acb819,29.81,87,330,100.12,539
0x56acbc3e,25.63,54,341,100.12,6
0x56acbc42,25.50,44,349,100.10,639
0x56acbc45,25.56,44,350,100.11,638
0x56acbc49,25.56,50,429,100.11,634
0x56acbc4c,25.56,48,357,100.11,634
0x56acbc4f,25.56,61,338,100.11,636
0x56acbc53,25.56,91,353,100.11,634
0x56acbc56,25.56,87,334,100.11,636
0x56acbc59,25.56,88,334,100.10,634
0x56acbc5d,25.63,88,336,100.10,636
0x56acbc60,25.63,94,335,100.10,631
0x56acbc64,25.63,93,392,100.11,631
0x56acbc67,25.63,96,365,100.11,632
0x56acbc6a,25.69,95,337,100.11,643
0x56acbc6e,25.69,89,332,100.11,634
0x56acbc71,25.69,95,333,100.11,632
0x56acbc74,25.69,95,357,100.10,632
0x56acbc78,25.75,95,344,100.11,635
0x56acbc7b,25.75,88,335,100.11,633
0x56acbc7e,25.75,94,334,100.11,632
0x56acbc82,25.81,96,332,100.11,631
0x56acbc85,25.75,88,332,100.10,628
0x56acbc88,25.81,96,335,100.11,631
0x56acbc8c,25.88,96,334,100.12,629
0x56acbc8f,25.81,95,333,100.11,632
0x56acbc92,25.88,91,331,100.11,630
0x56acbc96,25.94,89,335,100.11,628
0x56acbc99,25.94,96,335,100.11,630
0x56acbc9d,25.94,90,334,100.11,630
0x56acbca0,26.00,96,333,100.11,628
0x56acbca4,26.00,88,333,100.11,627
0x56acbca7,26.06,91,336,100.11,630
0x56acbcaa,26.06,87,335,100.11,628
0x56acbcae,26.06,88,332,100.11,623
0x56acbcb2,26.13,96,335,100.11,624
0x56acbcb5,26.13,95,337,100.10,626
0x56acbcb8,26.19,96,331,100.11,623
0x56acbcbc,26.19,87,338,100.11,625
0x56acbcbf,26.19,95,336,100.10,624
0x56acbcc2,26.25,88,332,100.11,622
0x56acbcc6,26.25,88,340,100.10,623
0x56acbcc9,26.31,96,350,100.10,623
0x56acbccc,26.31,87,334,100.11,624
0x56acbcd0,26.31,92,337,100.10,623
0x56acbcd3,26.31,87,332,100.10,623
0x56acbcd7,26.38,94,332,100.11,623
0x56acbcda,26.38,92,337,100.10,622
0x56acbcdd,26.44,96,333,100.10,621
0x56acbce1,26.44,95,334,100.10,619
0x56acbce4,26.44,89,359,100.10,618
0x56acbce7,26.50,96,335,100.10,617
0x56acbceb,26.50,94,336,100.10,621
0x56acbcee,26.56,92,356,100.10,618
0x56acbcf1,26.56,95,332,100.11,619
0x56acbcf5,26.56,95,333,100.10,614
0x56acbcf8,26.56,95,337,100.10,618
0x56acbcfb,26.63,95,340,100.10,618
0x56acbcfe,26.69,95,336,100.11,617
0x56acbd02,26.69,87,338,100.11,615
0x56acbd05,26.69,87,337,100.10,616
0x56acbd09,26.69,92,333,100.10,614
0x56acbd0c,26.75,88,331,100.11,615
0x56acbd10,26.75,87,338,100.10,613
0x56acbd13,26.75,91,332,100.10,613
0x56acbd16,26.81,95,333,100.11,615
0x56acbd1a,26.81,93,331,100.10,614
0x56acbd1d,26.88,88,334,100.11,614
0x56acbd20,26.88,90,333,100.11,608
0x56acbd23,26.88,87,337,100.11,611
0x56acbd27,26.94,87,332,100.11,610
0x56acbd2a,26.94,87,333,100.11,607
0x56acbd2e,27.00,94,333,100.11,609
0x56acbd31,27.00,95,332,100.12,610
0x56acbd34,27.00,96,332,100.11,610
0x56acbd38,27.06,93,335,100.12,608
0x56acbd3b,27.06,87,337,100.12,606
0x56acbd3e,27.06,88,336,100.12,605
0x56acbd41,27.06,90,335,100.11,604
0x56acbd45,27.13,88,335,100.12,607
0x56acbd48,27.13,88,335,100.11,604
0x56acbd4b,27.19,88,332,100.11,605
0x56acbd4f,27.19,95,332,100.12,603
0x56acbd52,27.25,88,333,100.12,603
0x56acbd56,27.25,89,335,100.12,600
0x56acbd59,27.25,94,337,100.11,600
0x56acbd5c,27.31,91,334,100.11,602
0x56acbd5f,27.31,94,335,100.11,599
0x56acbd63,27.31,94,332,100.11,600
0x56acbd66,27.38,95,336,100.12,600
0x56acbd69,27.38,95,338,100.12,600
0x56acbd6d,27.44,95,337,100.12,598
0x56acbd70,27.44,90,331,100.11,598
0x56acbd73,27.44,91,334,100.11,601
0x56acbd77,27.44,95,338,100.12,598
0x56acbd7a,27.44,90,337,100.12,597
0x56acbd7d,27.50,95,333,100.12,597
0x56acbd81,27.44,92,331,100.11,596
0x56acbd84,27.50,95,335,100.11,597
0x56acbd86,27.50,93,335,100.11,595
0x56acbd8b,27.50,89,333,100.11,595
0x56acbd90,27.56,92,373,100.11,594
0x56acbd93,27.56,95,369,100.11,596
0x56acbd97,27.56,93,360,100.11,592
0x56acbd9f,27.63,94,341,100.12,595
0x56ad4408,30.50,235,347,100.38,509
0x56ad450b,30.44,233,338,100.38,506
0x56ad450e,30.50,237,337,100.38,499
0x56ad4511,30.50,238,336,100.38,508
0x56ad4515,30.50,239,340,100.38,511
0x56ad4519,30.50,235,381,100.38,512
0x56ad451f,30.50,252,338,100.38,511
0x56ad4522,30.50,252,332,100.38,514
0x56ad4525,30.50,252,335,100.38,513
0x56ad4529,30.50,252,336,100.37,510
0x56ad452c,30.56,239,362,100.38,512
0x56ad452f,30.56,252,380,100.37,513
0x56ad4533,30.56,252,353,100.37,513
0x56ad4536,30.56,252,347,100.38,511
0x56ad4539,30.50,252,336,100.38,509
0x56ad453d,30.50,252,344,100.37,509
0x56ad4542,30.44,252,345,100.37,510
0x56ad4545,30.50,252,334,100.38,512
0x56ad4549,30.50,253,357,100.37,512
0x56ad454c,30.56,252,332,100.38,512
0x56ad4550,30.50,253,338,100.37,509
0x56ad4553,30.50,253,360,100.37,512
0x56ad4557,30.56,253,337,100.38,506
0x56ad455a,30.56,253,340,100.38,511
0x56ad455d,30.56,253,334,100.37,514
0x56ad4560,30.63,253,340,100.38,511
0x56ad4565,30.63,252,338,100.37,513
0x56ad4568,30.63,252,339,100.37,509
0x56ad456b,30.63,252,345,100.37,511
0x56ad456f,30.63,234,361,100.37,506
0x56ad4572,30.69,251,334,100.37,503
0x56ad47d8,30.75,232,337,100.38,499
0x56ad47dc,31.25,231,343,100.37,499
0x56ad47df,31.25,231,348,100.37,494
0x56ad47e2,31.25,231,355,100.36,494
0x56ad47e5,31.25,231,369,100.37,496
0x56ad47e9,31.31,240,347,100.37,496
0x56ad47ec,31.31,242,358,100.36,493
0x56ad47ef,31.31,229,353,100.37,494
0x56ad47f3,31.31,235,349,100.37,494
0x56ad47f6,31.31,236,340,100.36,494
0x56ad47fb,31.31,237,343,100.37,492
0x56ad47ff,31.19,224,366,100.37,489
0x56ad4803,31.19,229,344,100.37,493
0x56ad4806,31.19,225,341,100.37,490
0x56ad480a,31.19,224,349,100.37,493
0x56ad480d,31.19,232,342,100.37,491
0x56ad4810,31.19,230,351,100.36,492
0x56ad4813,31.19,239,345,100.36,492
0x56ad4817,31.25,243,365,100.37,493
0x56ad481a,31.19,245,363,100.37,492
0x56ad4821,31.19,227,339,100.36,496
0x56ad4824,31.19,246,346,100.37,494
0x56ad4828,31.19,246,337,100.37,499
0x56ad482b,31.19,245,379,100.37,497
0x56ad482e,31.13,245,339,100.37,496
0x56ad4831,31.19,221,370,100.37,497
0x56ad4835,31.19,214,357,100.37,495
0x56ad4838,31.13,228,361,100.36,499
0x56ad483b,31.13,220,373,100.36,498
0x56ad483e,31.13,228,507,100.37,498
0x56ad4842,31.13,204,349,100.37,488
0x56ad4845,31.13,202,341,100.37,495
0x56ad4848,31.13,228,358,100.37,493
0x56ad484c,31.06,245,419,100.36,494
0x56ad484f,31.13,246,336,100.37,494
0x56ad4853,31.06,246,346,100.37,495
0x56ad4856,31.06,246,336,100.37,492
0x56ad4859,31.00,246,352,100.37,492
0x56ad485d,31.00,246,366,100.37,493
0x56ad4860,31.00,246,379,100.36,492
0x56ad4863,31.00,246,339,100.37,495
0x56ad4867,31.00,246,345,100.37,497
0x56ad486a,31.00,246,339,100.36,496
0x56ad486d,31.06,246,379,100.37,498
0x56ad4871,31.00,245,358,100.37,500
0x56ad4874,31.00,245,357,100.37,501
0x56ad4877,31.00,246,349,100.37,498
0x56ad487a,31.00,245,356,100.36,500
0x56ad487e,31.06,245,336,100.37,498
0x56ad4881,31.06,245,344,100.37,502
0x56ad4884,31.00,245,339,100.36,500
0x56ad4888,30.94,242,349,100.37,501
0x56ad488b,31.00,239,336,100.37,500
0x56ad488f,31.00,232,367,100.37,501
0x56ad4893,30.94,231,342,100.37,499
0x56ad4896,30.94,237,445,100.36,501
0x56ad4899,30.88,243,337,100.36,500
0x56ad489c,30.94,241,342,100.37,499
0x56ad48a0,30.94,243,363,100.36,497
0x56ad48a3,31.00,243,372,100.37,499
0x56ad48a6,30.94,237,375,100.36,497
0x56ad48a9,30.94,239,364,100.36,499
0x56ad48ad,30.94,239,383,100.36,494
0x56ad48b0,30.94,238,358,100.36,503
0x56ad48b4,31.00,240,373,100.37,500
0x56ad48b7,30.94,238,518,100.36,499
0x56ad48bb,30.94,239,343,100.36,503
0x56ad48be,31.00,239,343,100.36,496
0x56ad48c1,31.00,239,346,100.36,501
0x56ad48c5,30.94,239,334,100.36,498
0x56ad48c8,31.00,239,355,100.36,496
0x56ad48cb,30.94,239,342,100.36,498
0x56ad48ce,30.94,239,380,100.36,499
0x56ad48d2,30.94,239,340,100.36,500
0x56ad48d5,31.00,239,336,100.36,503
0x56ad48d8,31.00,239,340,100.36,500
0x56ad48de,31.00,238,342,100.36,500
0x56ad48e1,31.06,239,337,100.35,497
0x56ad48e5,31.06,239,344,100.36,499
0x56b282b7,27.31,177,469,100.97,614
0x56b282bd,27.25,176,474,100.98,614
0x56b282c4,27.19,174,418,100.98,613
0x56b282ca,27.25,175,430,100.98,614
0x56b282d1,27.19,177,445,100.98,615
0x56b282d8,27.13,176,529,100.98,614
0x56b282de,27.06,176,511,100.98,618
0x56b282e5,27.06,176,411,100.99,614
0x56b282ec,27.06,176,476,100.98,616
0x56b282f2,27.06,175,508,100.99,621
0x56b282f9,27.00,176,411,100.98,616
0x56b282ff,27.00,174,495,100.99,617
0x56b28306,26.88,175,409,100.98,618
0x56b2830d,26.88,176,402,100.98,619
0x56b28314,26.88,175,459,100.98,619
0x56b28319,26.88,175,439,100.98,619
0x56b28320,26.88,174,507,100.98,619
0x56b28327,26.81,175,520,100.97,618
0x56b2832e,26.81,176,504,100.97,618
0x56b28334,26.81,175,489,100.98,619
0x56b2833a,26.75,176,515,100.97,619
